ann_id,claim_text,cited_paper_title,cited_paper_doi,cited_paper_first_author_year,cited_paper_passage,annotator_label,annotator_confidence,annotator_note,annotator_name,annotated_on,label,justification
ann-46,"In choosing the statements representative of each factor, we checked, firstly, if the statement had been rated significantly higher (or lower) in a factor relative to other factors.",Dynamic engagement in second language computer-mediated collaborative writing tasks: Does communication mode matter?,10.14746/ssllt.2022.12.1.4,"Aubrey, 2022",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited communication mode paper's cached text contains no 'representative of each factor' or 'rated significantly higher', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited communication mode paper's cached text contains no 'representative of each factor' or 'rated significantly higher', so the citation does not address the claim."
ann-47,We also sent the transcripts to our participants for member checking and approval.,The role of university teachers’ 21st-century digital competence in their attitudes toward ICT integration in higher education: Extending the theory of planned behavior,10.29140/jaltcall.v18n2.632,"Rahimi & Tafazoli, 2022",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited digital competence paper's cached text contains no occurrence of 'member check', 'transcript' or even 'interview', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited digital competence paper's cached text contains no occurrence of 'member check', 'transcript' or even 'interview', so the citation does not address the claim."
ann-48,"Rather, language teaching can be viewed as a dynamic process that engages learners’ multiple meaning-making resources (Mazak, 2017).",Translanguaging-as-Resource: University ESL Instructors’ Language Orientations and Attitudes Toward Translanguaging,10.18806/tesl.v36i1.1301,"Burton & Rajendram, 2019","Rather, language teaching can be viewed as a dynamic process that engages students’ multiple meaning-making resources (Mazak, 2017).",verified,high,"The passage reads 'language teaching can be viewed as a dynamic process that engages students' multiple meaning-making resources (Mazak, 2017)', which supports the claim with only 'learners'' substituted for 'students''.",annotator3_C,2026-09-07,verified,"The passage reads 'language teaching can be viewed as a dynamic process that engages students' multiple meaning-making resources (Mazak, 2017)', which supports the claim with only 'learners'' substituted for 'students''."
ann-49,"Such findings indicate that as the students’ use of memory and affective strategies decreases, their EFL achievement tends to decrease, whereas their greater use of cognitive strategies causes an increase in their EFL achievement.","Exploring the Relationship Between Language Learning Strategies, Academic Achievement, Grade Level, and Gender",10.17323/jle.2021.10771,"Bećirović et al., 2021","Such findings indicate that as the students’ use of memory and affective strategies increases, their EFL achievement tends to decrease, whereas their greater use of cognitive strategies causes an increase in their EFL achievement.",unsupported,high,"The paper says 'as the students' use of memory and affective strategies increases, their EFL achievement tends to decrease', contradicting the claim's 'decreases'.",annotator3_C,2026-09-07,unsupported,"The paper says 'as the students' use of memory and affective strategies increases, their EFL achievement tends to decrease', contradicting the claim's 'decreases'."
ann-50,"The data were analyzed descriptively; the results showed that few teachers are not satisfied with the coursebooks, crowded classes, quite limited class hours, and unmotivated students.",Challenges of English Language Teaching in High Schools in Turkey and Possible Suggestions to Overcome Them,10.32601/ejal.543778,"Ayaz et al., 2019","The data were analyzed descriptively; the results showed that most teachers are not satisfied with the coursebooks, crowded classes, quite limited class hours, and unmotivated students.",unsupported,high,"The paper says 'most teachers are not satisfied with the coursebooks', contradicting the claim's 'few teachers are not satisfied'.",annotator3_C,2026-09-07,unsupported,"The paper says 'most teachers are not satisfied with the coursebooks', contradicting the claim's 'few teachers are not satisfied'."
ann-51,"Following one EFL teacher for seven months allowed researchers to observe the evolution of her strategies using ChatGPT as they improved over time and, thus, the effectiveness of ChatGPT for her teaching purposes.",ChatGPT as an AI L2 teaching support: A case study of an EFL teacher,10.29140/tltl.v6n1.1142,"Octavio et al., 2024",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.,annotator3_C,2026-09-07,no_full_text,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.
ann-52,"The internationalization of higher education—driven by political, economic, and sociocultural dimensions (Maringe, 2010)—has resulted in a steady decrease in the number of linguistically and culturally diverse students in Canadian educational institutions.",Translanguaging-as-Resource: University ESL Instructors’ Language Orientations and Attitudes Toward Translanguaging,10.18806/tesl.v36i1.1301,"Burton & Rajendram, 2019","Les conclusions de l’enquête aident à mieux comprendre les aĴ itudes des professeurs face au translangagisme, la relation entre les expériences d’apprentissage langagier des professeurs, et leur politique langagière en classe ainsi que les possibilités et les contraintes institutionnelles. јђѦѤќџёѠ: English as a Second Language, ESL, higher education, translanguaging, language orientations, instructor aĴ itudes The internationalization of higher education—driven by political, economic, and sociocultural dimensions (Maringe, 2010)—has resulted in a steady increase in the number of linguistically and culturally diverse students in Canadian educational institutions.",unsupported,high,"The passage says internationalization 'has resulted in a steady increase in the number of linguistically and culturally diverse students in Canadian educational institutions', contradicting the claim's 'steady decrease'.",annotator3_C,2026-09-07,unsupported,"The passage says internationalization 'has resulted in a steady increase in the number of linguistically and culturally diverse students in Canadian educational institutions', contradicting the claim's 'steady decrease'."
ann-53,"Furthermore, the path between CREAT and PBC showed that teachers with a higher level of digital content creation have more capability to employ ICTs.",The role of university teachers’ 21st-century digital competence in their attitudes toward ICT integration in higher education: Extending the theory of planned behavior,10.29140/jaltcall.v18n2.632,"Rahimi & Tafazoli, 2022",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.,annotator3_C,2026-09-07,no_full_text,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.
ann-54,"In the present study, PQ Method (Schmolck, 2002) was employed to produce the initial by-person correlation matrix, using eye-tracking software.",Potential sources of foreign language learning boredom: A Q methodology study,10.14746/ssllt.2022.12.1.3,"Kruk et al., 2022","In the present study, PQ Method (Schmolck, 2002) was employed to produce the initial by-person correlation matrix.",needs_nuance,high,"The paper's sentence ends at 'to produce the initial by-person correlation matrix' and its cached text has no hit for 'eye-track', so the claim's added instrument 'using eye-tracking software' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at 'to produce the initial by-person correlation matrix' and its cached text has no hit for 'eye-track', so the claim's added instrument 'using eye-tracking software' is not stated by the cited paper."
ann-55,"The activities were reported useful (e.g., increased GELT awareness, positive attitudes toward GELT, and willingness to learn more about GELT) to help teachers understand GELT even though the concepts were not taught explicitly, during the winter semester.",CEFR: A Global Framework for Global Englishes?,10.55593/ej.26103a1,"Savski & Prabjandee, 2022","The activities were reported useful (e.g., increased GELT awareness, positive attitudes toward GELT, and willingness to learn more about GELT) to help teachers understand GELT even though the concepts were not taught explicitly.",needs_nuance,high,"The paper's sentence ends at 'even though the concepts were not taught explicitly' and its cached text contains no occurrence of 'winter' or 'semester', so the claim's added time window 'during the winter semester' is not stated by the cited paper.",annotator3_C,2026-09-07,needs_nuance,"The paper's sentence ends at 'even though the concepts were not taught explicitly' and its cached text contains no occurrence of 'winter' or 'semester', so the claim's added time window 'during the winter semester' is not stated by the cited paper."
ann-56,"The effect of compensation, metacognitive, and social strategies was also positive but insignificant.",Well-being and the Perception of Stress among EFL University Teachers in Saudi Arabia,10.17323/jle.2021.11494,"Alqarni, 2021",No matching passage found in the cited paper (best overlap below threshold),unsupported,high,"The passage says 'No matching passage found' and the cited well-being and stress paper's cached text contains no 'compensation', 'metacognitive' or 'social strategies', so the citation does not address the claim.",annotator3_C,2026-09-07,unsupported,"The passage says 'No matching passage found' and the cited well-being and stress paper's cached text contains no 'compensation', 'metacognitive' or 'social strategies', so the citation does not address the claim."
ann-57,A cross-genre analysis of the findings reveals that the total number of interpersonal metadiscourse features (normalized per 1370 words) is higher in BR sub-corpus (76.26) than in RA sub-corpus (44.09).,Metadiscourse in academic writing: A comparison of research articles and book reviews,10.32601/ejal.710204,"Gezegin & Baş, 2020",A cross-genre analysis of the findings reveals that the total number of interpersonal metadiscourse features (normalized per 1000 words) is higher in BR sub-corpus (76.26) than in RA sub-corpus (44.09).,unsupported,high,"The paper normalizes the interpersonal metadiscourse counts 'per 1000 words', contradicting the claim's 'per 1370 words'.",annotator3_C,2026-09-07,unsupported,"The paper normalizes the interpersonal metadiscourse counts 'per 1000 words', contradicting the claim's 'per 1370 words'."
ann-58,"When exposed to a perspective of dynamic bilingualism—one that visibly challenged prior experiences and beliefs—throughout their time in class, TCs began to speak of enhanced understanding of bilingualism and increased feelings of empowerment (both for themselves and others).",Developing Translanguaging Stances in ESOL-Focused Teacher Education Courses: Teacher Candidates’ Beliefs about and Knowledge of Bilingualism and Bilingual Education,10.55593/ej.25100a3,"Pontier, 2022","When exposed to a perspective of dynamic bilingualism—one that visibly challenged prior experiences and beliefs—throughout their time in class, TCs began to speak of enhanced understanding of bilingualism and increased feelings of empowerment (both for themselves and others).",verified,high,"The passage repeats the claim word for word, including 'enhanced understanding of bilingualism and increased feelings of empowerment'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word, including 'enhanced understanding of bilingualism and increased feelings of empowerment'."
ann-59,"The results demonstrated a significant difference between the scores of two tests both in control and DI groups, which suggests that both traditional instruction and DI gave rise to an increment in students’ L2 overall achievement.","The effects of differentiated instruction on Turkish students’ L2 achievement, and student and teacher perceptions",10.32601/ejal.776002,"Yavuz, 2020","The results demonstrated a significant difference between the scores of two tests both in control and DI groups, which suggests that both traditional instruction and DI gave rise to an increment in students’ L2 overall achievement.",verified,high,"The passage repeats the claim word for word, including 'both traditional instruction and DI gave rise to an increment in students' L2 overall achievement'.",annotator3_C,2026-09-07,verified,"The passage repeats the claim word for word, including 'both traditional instruction and DI gave rise to an increment in students' L2 overall achievement'."
ann-60,The difference in the use of hedges were also found to be statistically significant between two genres as RAs contained remarkably more hedging devices compared to BRs.,Metadiscourse in academic writing: A comparison of research articles and book reviews,10.32601/ejal.710204,"Gezegin & Baş, 2020",Evidence withheld: no passage or paper text is available for this item,no_full_text,high,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.,annotator3_C,2026-09-07,no_full_text,The row carries the marker 'Evidence withheld: no passage or paper text is available for this item' and the index lists no path.
