dataset,run,record_id,title,reason,category,notes
Nagtegaal_2019,A,1445,Primary care provider attitudes are associated with smoking cessation counseling and referral,"Postintervention analysis of attitudes and behaviors, not an experiment testing nudges.",FN-DESIGN,
Nagtegaal_2019,A,1751,The development of an intervention to promote adherence to national guidelines for suspected viral encephalitis,"Describes development of tailored intervention, not an experimental comparison of nudge interventions.",FN-DESIGN,
Nagtegaal_2019,A,657,Effectiveness of pharmacist care for patients with reactive airways disease: a randomized controlled trial.,Pharmacist care program for asthma/COPD patients; not a nudge intervention targeting evidence-based medicine adherence.,FN-POP,
Nagtegaal_2019,A,1763,The effect of external feedback on the management of medicare inpatients with congestive heart failure,Feedback strategies to improve CHF guideline adherence; feedback is not classified as a nudge.,FN-DEF,
Nagtegaal_2019,A,701,Electronic prescribing increases uptake of clinical pharmacologists' recommendations in the hospital setting.,Studies electronic prescribing uptake of pharmacologist recommendations; not a nudge intervention experiment.,FN-DEF,
Nagtegaal_2019,A,964,Impact of introduction of rapid diagnostic tests for malaria on antibiotic prescribing: analysis of observational and randomised studies in public and private healthcare settings,Analysis of rapid diagnostic tests impact on antibiotic prescribing; not a nudge intervention study.,FN-DEF,
Nagtegaal_2019,A,1200,Massachusetts General Physicians Organization’s quality incentive program produces encouraging results,"Quality incentive program with financial payments, not a soft nudge intervention.",FN-DEF,
Nagtegaal_2019,A,1904,Translation of appropriateness criteria into practice guidelines: application of decision table techniques to the RAND criteria for coronary artery bypass graft.,About translating appropriateness criteria into guidelines using decision tables; not a nudge experiment.,FN-DEF,
Nagtegaal_2019,A,622,Effect of physician recommendation and patient adherence on rates of colorectal cancer testing.,Observational study of physician recommendation and patient adherence; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,A,520,Development and implementation of a program to assess medical patients’ need for venous thromboembolism prophylaxis,Program implementation for VTE prophylaxis; not clearly a nudge experiment with comparison of interventions.,FN-DEF,
Nagtegaal_2019,A,526,Development of a minimization instrument for allocation of a hospital-level performance improvement intervention to reduce waiting times in Ontario emergency departments,"About allocation instrument for hospital-level intervention, not nudges targeting professional behaviour.",FN-DEF,
Nagtegaal_2019,A,1233,Minimizing errors of omission: behavioural reenforcement of heparin to avert venous emboli: the BEHAVE study,Observational study using multiple methods for guideline implementation; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,A,435,"Computerized decision support for medication dosing in renal insufficiency: a randomized, controlled trial.",Computerized decision support is not a nudge per taxonomy; it's a clinical decision support system.,FN-DEF,
Nagtegaal_2019,A,563,Does a joint development and dissemination of multidisciplinary guidelines improve prescribing behaviour: a pre/post study with concurrent control group and a randomised trial.,Guideline dissemination strategy study; not a nudge intervention per taxonomy.,FN-DEF,
Nagtegaal_2019,A,639,Effectiveness of a prospective physician self-audit transfusion-monitoring system.,"Self-audit transfusion monitoring system; not a nudge per taxonomy, likely audit/feedback.",FN-DEF,
Nagtegaal_2019,A,385,Cognitive debiasing through sparklines in clinical data displays,Sparklines as cognitive aids for diagnosis; not a nudge experiment on evidence-based medicine.,FN-DEF,
Nagtegaal_2019,A,957,Impact of computerized decision support on blood pressure management and control: a randomized controlled trial.,"Computerized decision support RCT, but not framed as a nudge per taxonomy; decision support not soft steering.",FN-DEF,
Nagtegaal_2019,A,1291,Nudging to prudence? The effect of reminders on antibiotics prescriptions.,"Reminders target primary care patients, not healthcare professionals.",FN-POP,
Nagtegaal_2019,A,977,"Implementation of clinical guidelines through an electronic medical record: physician usage, satisfaction and assessment","Clinical guidelines embedded in EMR; describes physician usage, not a nudge experiment with comparison.",FN-DEF,
Nagtegaal_2019,A,1946,Use of a computer to detect and respond to clinical events: its effect on clinician behavior.,"Computerized event detection suggesting responses; decision support, not classified as a nudge intervention.",FN-DEF,
Nagtegaal_2019,A,765,Evaluation of internet-based clinical decision support systems.,"Evaluation of internet-based CDSS, not specifically nudges per taxonomy.",FN-DEF,
Nagtegaal_2019,A,415,Comparison of three methods of recalling patients for influenza vaccination.,"Targets elderly patients for influenza vaccination reminders, not healthcare professionals.",FN-POP,
Nagtegaal_2019,A,62,A patient-initiated system for preventive health care.,Patient-initiated computer system targeting patients to improve screening; not nudging healthcare professionals.,FN-POP,
Nagtegaal_2019,A,156,An administrative intervention to improve the utilization of laboratory tests within a university hospital,"Administrative and educational intervention to reduce lab tests; administrative intervention, not a soft nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,A,1492,Protocol processing system (ProtoVIEW) to support residents at the emergency ward.,"Protocol processing system evaluation; system design study, not a nudge experiment comparing interventions.",FN-DEF,
Nagtegaal_2019,A,1846,The role of GPs in increasing compliance to colorectal cancer screening: a randomised controlled trial (Italy),"Focuses on GP role in patient compliance with colorectal screening, not nudges applied to professionals.",FN-DEF,
Nagtegaal_2019,A,1942,Usage and effect of health information exchange: a systematic review,Systematic review of health information exchange; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,A,1535,Randomized trial of model predictive control for improved anemia management,RCT of model predictive control for anemia drug dosing; not a nudge intervention.,FN-DEF,
Nagtegaal_2019,A,1966,Using shared goal setting to improve access and equity: a mixed methods study of the Good Goals intervention in children's occupational therapy,,FN-OTHER,
Nagtegaal_2019,A,553,Dissemination of effectiveness and outcomes research,Reviews dissemination of effectiveness research to providers; not an experimental nudge study.,FN-DESIGN,
Nagtegaal_2019,A,694,Electronic health record decision support and quality of care for children with ADHD.,EHR decision support for ADHD care; decision support not classified as a nudge intervention.,FN-DEF,
Nagtegaal_2019,A,241,Behavior change without behavior change communication: nudging handwashing among primary school students in Bangladesh.,"Nudges target primary school students, not healthcare professionals.",FN-POP,
Nagtegaal_2019,A,998,Implementing of clinical guidelines using a computer charting system. Effect on the initial care of health care workers exposed to body fluids.,"Computer charting guideline implementation is decision support, not a soft nudge intervention.",FN-DEF,
Nagtegaal_2019,A,1109,Interventions that change clinician behaviour: mapping the literature,"No abstract; mapping literature on clinician behaviour change, not a nudge experiment.",FN-ABS,
Nagtegaal_2019,A,1322,Oral quinolones in hospitalized patients: an evaluation of a computerized decision support intervention.,"Computerized decision support system, not a soft nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,A,1349,Patient and physician reminders to promote colorectal cancer screening: a randomized controlled trial.,"Reminders to patients and physicians for colorectal cancer screening; targets patients primarily, not a nudge on professionals.",FN-POP,
Nagtegaal_2019,A,1003,Improved asthma outcomes using a coordinated care approach in a large medical group.,Disease management program evaluation for asthma; not a nudge experiment targeting professionals.,FN-DEF,
Nagtegaal_2019,A,342,Chronic care model and shared care in diabetes: randomized trial of an electronic decision support system.,,FN-OTHER,
Nagtegaal_2019,A,1032,Improving guideline adherence: a randomized trial evaluating strategies to increase beta-blocker use in heart failure,RCT on beta-blocker guideline adherence strategies; interventions not classified as nudges.,FN-DEF,
Nagtegaal_2019,A,1034,Improving handover from intensive care to ward medical teams with simple changes to paperwork,,FN-OTHER,
Nagtegaal_2019,A,136,"Adoption, reach, implementation, and maintenance of a behavioral and mental health assessment in primary care",Cluster-randomized trial of health risk assessment implementation; not a nudge intervention.,FN-DEF,
Nagtegaal_2019,A,950,Impact of a multifaceted intervention on cholesterol management in primary care practices: guideline adherence for heart health randomized trial,Multifaceted intervention on cholesterol guideline adherence; not described as a nudge intervention.,FN-DEF,
Nagtegaal_2019,A,1735,The Bold Promise Project: a system change in primary care to support cardiovascular risk screening,System changes in primary care software for cardiovascular screening; not a nudge experiment.,FN-DEF,
Nagtegaal_2019,A,29,A clinic-based mammography intervention targeting inner-city women.,"Targets inner-city women patients for mammography, not healthcare professionals.",FN-POP,
Nagtegaal_2019,A,554,Dissemination of Evidence-Based Antipsychotic Prescribing Guidelines to Nursing Homes: A Cluster Randomized Trial,"Guideline dissemination trial but intervention is toolkit dissemination, not a nudge.",FN-DEF,
Nagtegaal_2019,A,953,Impact of a web-based antimicrobial approval system on broad-spectrum cephalosporin use at a teaching hospital.,"Web-based antimicrobial approval system is a restrictive/approval intervention, not a soft nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,A,1259,Multi-screen electronic alerts to augment venous thromboembolism prophylaxis,,FN-OTHER,
Nagtegaal_2019,A,64,A pilot study of an electronic interprofessional evidence-based care planning tool for clients with mental health problems and addictions,"Pilot study of electronic care planning tool, not a nudge intervention per taxonomy.",FN-DEF,
Nagtegaal_2019,A,895,Helping doctors and patients make sense of health statistics,"Commentary on health statistics literacy, not an experiment testing nudges on professionals.",FN-DESIGN,
Nagtegaal_2019,A,790,Exploring the feasibility of Conjoint Analysis as a tool for prioritizing innovations for implementation,"Conjoint analysis for prioritizing innovations, not a nudge experiment on professional behaviour.",FN-DEF,
Nagtegaal_2019,A,990,"Implementing clinical guidelines in the treatment of diabetes mellitus in general practice. Evaluation of effort, process, and patient outcome related to implementation of a computer-based decision support system","CDSS implementation study, not a nudge intervention per taxonomy; decision support system not soft steering.",FN-DEF,
Nagtegaal_2019,A,1749,The demonstration of a theory-based approach to the design of localized patient safety interventions.,Theory-based implementation of patient safety interventions; not specifically nudges per taxonomy nor experimental nudge comparison.,FN-DEF,
Nagtegaal_2019,A,764,Evaluation of computer based clinical decision support system and risk chart for management of hypertension in primary care: randomised controlled trial.,Clinical decision support system and risk chart for hypertension; not a nudge intervention per taxonomy.,FN-DEF,
Nagtegaal_2019,A,70,A Qualitative Evaluation of the Barriers and Facilitators Toward Implementation of the WHO Surgical Safety Checklist Across Hospitals in England: Lessons From the Surgical Checklist Implementation Project,,FN-OTHER,
Nagtegaal_2019,A,19,"A before-after study using OncoDoc, a guideline-based decision support-system on breast cancer management: impact upon physician prescribing behaviour","Decision support system, not a nudge per Munscher taxonomy; no soft steering intervention described.",FN-DEF,
Nagtegaal_2019,A,1031,Improving feedback on junior doctors’ prescribing errors: mixed-methods evaluation of a quality improvement project,Quality improvement project on prescribing feedback using PDSA cycles; not clearly a nudge experiment.,FN-DEF,
Nagtegaal_2019,A,1732,The Behavioral Economics of Health and Health Care,"Overview of behavioral economics in health care generally, not an experimental nudge study on professionals.",FN-DESIGN,
Nagtegaal_2019,A,461,Cost-effectiveness of a nurse-based intervention (AIMS) to improve adherence among HIV-infected patients: design of a multi-centre randomised controlled trial.,"Targets HIV patients' adherence, not healthcare professionals; intervention is self-management strategy, not a nudge.",FN-POP,
Nagtegaal_2019,A,1706,Tailored skills training for practitioners to enhance assessment of prognostic factors for persistent and disabling back pain: four quasi-experimental single-subject studies,"Skills training intervention for physiotherapists, not a nudge per taxonomy; educational model.",FN-DEF,
Nagtegaal_2019,A,105,A systematic review of clinical decision support systems for antimicrobial management: are we failing to investigate these interventions appropriately?,"Systematic review of clinical decision support systems, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,A,278,Bridging the science-to-service gap in schizophrenia care in the Netherlands: the Schizophrenia Quality Improvement Collaborative,"Observational prospective study, not an experiment comparing interventions; quality improvement collaborative.",FN-DESIGN,
Nagtegaal_2019,A,1553,Reducing the amount of blood transfused: a systematic review of behavioral interventions to change physicians' transfusion practices,"Systematic review of behavioral interventions, excluded as overview article not experiment.",FN-DESIGN,
Nagtegaal_2019,A,450,Controlled trial of an audit facilitatorin diagnosis and treatment of childhood asthma in general practice.,"Audit facilitator intervention, not a nudge per taxonomy; unclear soft steering mechanism.",FN-DEF,
Nagtegaal_2019,A,711,Enhancing evidence-based diabetes and chronic disease control among local health departments: a multi-phase dissemination study with a stepped-wedge cluster randomized trial component,Dissemination study of evidence-based programs; unclear nudge intervention targeting professionals' behaviour.,FN-DEF,
Nagtegaal_2019,A,457,Cost effectiveness of a clinical decision support system based on the recommendations of the European Society of Cardiology and other societies for the management of hypercholesterolemia: report of a cluster-randomized trial.,"CDSS intervention, not a nudge; decision support system rather than soft steering per nudge taxonomy.",FN-DEF,
Nagtegaal_2019,A,1774,The effectiveness of interventions to improve laboratory requesting patterns among primary care physicians: a systematic review,Systematic review of interventions to improve lab requesting; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,A,1633,"Self-study from web-based and printed guideline materials. A randomized, controlled trial among resident physicians","Compares web vs print guideline self-study; educational intervention, not a nudge.",FN-DEF,
Nagtegaal_2019,B,1947,Use of a computerized guideline for glucose regulation in the intensive care unit improved both guideline adherence and glucose regulation.,"Computerized guideline is decision support, not a soft nudge intervention per nudge taxonomy.",FN-DEF,
Nagtegaal_2019,B,1111,Interventions to improve follow-up of abnormal findings in cancer screening,Critical review of literature on follow-up interventions; not an experimental nudge study.,FN-DESIGN,
Nagtegaal_2019,B,872,Guidelines in professions allied to medicine,"Cochrane systematic review of guideline introduction effects, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,B,697,Electronic health records for intervention research: a cluster randomized trial to reduce antibiotic prescribing in primary care (eCRT Study),"Decision support tools for antibiotic prescribing; unclear if nudge taxonomy applies, likely not soft nudge.",FN-DEF,
Nagtegaal_2019,B,763,Evaluation of an Internet-based decision-support system for applying the ATS/CDC guidelines for tuberculosis preventive therapy.,"Decision-support system for TB guidelines; likely clinical decision support, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,456,Cost consequences of implementing an electronic decision support system for ordering laboratory tests in primary care: evidence from a controlled prospective study in the Netherlands,"Cost consequences study of CDSS, not an experiment comparing interventions for nudge effectiveness on behaviour.",FN-DESIGN,
Nagtegaal_2019,B,810,Feedback as a strategy to change behaviour: the devil is in the details,"Conceptual paper on audit and feedback components, not an experimental nudge study.",FN-DESIGN,
Nagtegaal_2019,B,698,Electronic human immunodeficiency virus (HIV) clinical reminder system improves adherence to practice guidelines among the University of Washington HIV study cohort.,Prospective study of electronic reminder system; not framed as nudge experiment.,FN-DEF,
Nagtegaal_2019,B,800,Fall prevention in acute care hospitals: a randomized trial.,Fall prevention toolkit cluster RCT; not framed as nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,374,Cluster randomised controlled trial of tailored interventions to improve the management of urinary tract infections in women and sore throat.,"Cluster RCT of tailored guideline implementation, but not a nudge intervention per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1373,Pharmacy Asthma Care Program (PACP) improves outcomes for patients in the community.,"Pharmacy asthma care program RCT but targets patient outcomes, not nudges steering professional behaviour.",FN-POP,
Nagtegaal_2019,B,700,Electronic medical records to increase the clinical treatment of tobacco dependence: a systematic review,"Systematic review article, explicitly excluded by criteria.",FN-DESIGN,
Nagtegaal_2019,B,1705,Tailored information increases patient/physician discussion of colon cancer risk and testing: The Cancer Risk Intake System trial,Targets patients via tailored printouts to increase discussion; not a nudge on healthcare professionals' evidence-based decisions.,FN-POP,
Nagtegaal_2019,B,1155,Leveraging insights from behavioral economics to increase the value of health-care service provision,"Commentary/discussion on price transparency and behavioral economics, not an experimental nudge study.",FN-DESIGN,
Nagtegaal_2019,B,975,Implementation of a new policy results in a decrease of pressure ulcer frequency,"Policy implementation study on pressure ulcers; no nudge intervention described, targets organizational policy not individual soft steering.",FN-DEF,
Nagtegaal_2019,B,1722,Testing the implementation of clinical guidelines,"No abstract; title about testing guideline implementation, insufficient evidence of nudge experiment.",FN-ABS,
Nagtegaal_2019,B,1534,Randomized trial of a clinical decision support system: impact on the management of children with fever without apparent source.,"CDSS randomized trial for fever management; clinical decision support system, not a nudge intervention.",FN-DEF,
Nagtegaal_2019,B,1474,Promoting screening mammography in inner-city settings: a randomized controlled trial of computerized reminders as a component of a program to facilitate mammography,"Computerized reminders target women patients for mammography, not healthcare professionals' behaviour.",FN-POP,
Nagtegaal_2019,B,251,Behavioural insights in health care,No abstract available; cannot confirm direct relevance to nudges for evidence-based medicine.,FN-ABS,
Nagtegaal_2019,B,408,Comparative effectiveness of audit-feedback versus additional physician communication training to improve cancer screening for patients with limited health literacy,Audit-feedback and communication training for physicians; not a nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,1767,The effect of the Vermont Diabetes Information System on inpatient and emergency room use: results from a randomized trial.,Decision support system for diabetes patients; not a nudge intervention targeting professional behaviour.,FN-POP,
Nagtegaal_2019,B,928,How to enhance physician and public acceptance and utilisation of colon cancer screening recommendations,"Review of CRC screening uptake interventions; overview article, not an experiment testing nudges.",FN-DESIGN,
Nagtegaal_2019,B,889,Healthcare workers' hand decontamination practices: compliance with recommended guidelines,"Observational study of hand hygiene compliance, not an experiment comparing interventions.",FN-DESIGN,
Nagtegaal_2019,B,658,Effectiveness of physical therapy for patients with neck pain: an individualized approach using a clinical decision-making algorithm,"Physical therapy effectiveness for neck pain patients, not nudges targeting healthcare professionals.",FN-POP,
Nagtegaal_2019,B,1050,Improving smoking cessation counseling using a point-of-care health intervention tool (IT): from the Virginia Practice Support and Research Network (VaPSRN),"Handheld computer software tool for smoking cessation counseling; not a nudge per taxonomy, unclear experiment design.",FN-DEF,
Nagtegaal_2019,B,952,Impact of a quality improvement program on care and outcomes for children with asthma.,,FN-OTHER,
Nagtegaal_2019,B,433,Computerized community cholesterol control (4C): meeting the challenge of secondary prevention.,"CDSS intervention is decision support, not a nudge per taxonomy; focus on secondary prevention lipid management.",FN-DEF,
Nagtegaal_2019,B,436,"Computerized decision support to reduce potentially inappropriate prescribing to older emergency department patients: a randomized, controlled trial.",Computerized decision support intervention; CDSS is not a nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,2012,Words matter: increasing the implementation of clinical guidelines.,"Targets service users (patients), not healthcare professionals; about guideline language for patients.",FN-POP,
Nagtegaal_2019,B,194,Approaches based on behavioral economics could help nudge patients and providers toward lower health spending growth,Commentary/policy article on behavioral economics nudges; not an experimental study.,FN-DESIGN,
Nagtegaal_2019,B,1029,"Improving empirical antibiotic treatment using TREAT, a computerized decision support system: cluster randomized trial.","Computerized decision support system, not a nudge/soft steering intervention per taxonomy.",FN-DEF,
Nagtegaal_2019,B,925,How payment systems affect physicians’ provision behaviour—an experimental investigation.,"Payment system incentives experiment; financial incentives, not soft nudges.",FN-DEF,
Nagtegaal_2019,B,1406,Practice development: bridging the research-practice divide through the appointment of a research lead,Evaluation of a research lead post; not a nudge experiment with intervention comparison.,FN-DEF,
Nagtegaal_2019,B,1731,The assessment of attention-deficit/hyperactivity disorder in rural primary care: the portability of the American Academy of Pediatrics guidelines to the “real world”.,Examines implementation of ADHD protocol in rural practices; not a nudge experiment comparing interventions.,FN-DEF,
Nagtegaal_2019,B,1354,Patient safety research: an overview of the global evidence,"Overview of patient safety research literature, not a nudge experiment targeting evidence-based medicine.",FN-DESIGN,
Nagtegaal_2019,B,753,Evaluation of a decision support system for pressure ulcer prevention and management: preliminary findings,"Decision support system evaluation, not a nudge per taxonomy; focuses on knowledge and decision-making skills.",FN-DEF,
Nagtegaal_2019,B,1950,Use of action planning to increase provision of smoking cessation care by general practitioners: role of plan specificity and enactment,"Action planning training for GPs is educational intervention, not a nudge per taxonomy; not soft steering.",FN-DEF,
Nagtegaal_2019,B,974,Implementation fidelity trajectories of a health promotion program in multidisciplinary settings: managing tensions in rehabilitation care,Implementation fidelity study of health promotion program; not a nudge experiment targeting evidence-based medicine.,FN-DEF,
Nagtegaal_2019,B,323,Changing physician behavior: what works?,"Systematic review of guideline implementation interventions, not an experiment and not specifically nudges.",FN-DESIGN,
Nagtegaal_2019,B,1038,Improving medication management in multimorbidity: development of the MultimorbiditY COllaborative Medication Review And DEcision Making (MY COMRADE) intervention using the Behaviour Change Wheel,"Intervention development using Behaviour Change Wheel, not an experimental nudge study.",FN-DESIGN,
Nagtegaal_2019,B,1144,Lack of chart reminder effectiveness on family medicine resident JNC-VI and NCEP III guideline knowledge and attitudes,"Measures knowledge and attitudes, not behaviour; chart reminder not clearly a nudge experiment on behaviour.",FN-DEF,
Nagtegaal_2019,B,432,Computerized clinical decision support during medication ordering for long-term care residents with renal insufficiency.,"Computerized decision support alert is a forcing/reminder function, not a soft nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1991,What implementation interventions increase cancer screening rates? a systematic review,"Systematic review of implementation interventions for cancer screening, not an experiment and not nudges.",FN-DESIGN,
Nagtegaal_2019,B,1686,Successful reduction in catheter-associated urinary tract infections: focus on nurse-directed catheter removal.,"Interventional program to reduce catheter use; unclear if nudge taxonomy applies, targets system-level program.",FN-DEF,
Nagtegaal_2019,B,1106,Interventions for implementation of thromboprophylaxis in hospitalized medical and surgical patients at risk for venous thromboembolism,Systematic review of thromboprophylaxis implementation interventions; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,1053,Improving the appropriateness of antimicrobial use in primary care after implementation of a local antimicrobial guide in both levels of care,Before/after study of multiple interventions including a guide; not clearly a nudge intervention.,FN-DEF,
Nagtegaal_2019,B,1542,Reasons and consequences of low adherence to standard precautions by the nursing team,"Integrative literature review on reasons for low adherence to standard precautions, not an experiment.",FN-DESIGN,
Nagtegaal_2019,B,174,An intervention to change clinician behavior: Conceptual framework for the multicolored simplified asthma guideline reminder (MSAGR),"Describes a conceptual framework for an asthma guideline reminder, not an experimental nudge study.",FN-DESIGN,
Nagtegaal_2019,B,1192,Management of severe sepsis in patients admitted to Asian intensive care units: prospective cohort study,"Prospective cohort study on sepsis bundle compliance, not an experiment comparing interventions.",FN-DESIGN,
Nagtegaal_2019,B,981,"Implementation of evidence-based treatment protocols to manage fever, hyperglycaemia, and swallowing dysfunction in acute stroke (QASC): a cluster randomised controlled trial","Cluster RCT on stroke protocols but targets patient outcomes, not nudges per taxonomy.",FN-POP,
Nagtegaal_2019,B,1615,Screening for colorectal cancer by once only sigmoidoscopy: a feasibility study in Turin,"Sigmoidoscopy screening feasibility study targeting general population compliance, not healthcare professionals' behaviour.",FN-POP,
Nagtegaal_2019,B,1412,Practice-level effects of interventions to improve asthma care in primary care settings: the Pediatric Asthma Care Patient Outcomes Research Team.,"Peer leader and asthma education nurse interventions, not nudges per taxonomy.",FN-DEF,
Nagtegaal_2019,B,856,Guideline implementation in allied health professions: a systematic review of the literature,"Systematic review of guideline implementation, excluded as review article not experiment.",FN-DESIGN,
Nagtegaal_2019,B,103,A sustainable strategy to prevent misuse of antibiotics for acute respiratory infections,"Retrospective pre-post comparison of CDSS, not a nudge intervention per taxonomy.",FN-DESIGN,
Nagtegaal_2019,B,1043,Improving patient discharge and reducing hospital readmissions by using Intervention Mapping,Intervention Mapping framework for discharge process; not a nudge experiment targeting evidence-based medicine behaviour.,FN-DEF,
Nagtegaal_2019,B,222,Audit and feedback: effects on professional practice and health care outcomes,"Systematic review of audit and feedback; not a nudge experiment, review article.",FN-DESIGN,
Nagtegaal_2019,B,414,Comparison of the instructional efficacy of Internet-based CME with live interactive CME workshops: a randomized controlled trial,"CME educational intervention comparison; education, not nudge-based soft steering.",FN-DEF,
Nagtegaal_2019,B,1405,Practice changes associated with the Department of Veterans Affairs' Family Care Collaborative,Quality improvement collaborative for family care; not a nudge experiment promoting evidence-based medicine.,FN-DEF,
Nagtegaal_2019,B,1750,The design and evaluation of a graphical display for laboratory data,"About graphical display design for lab data interpretation, not a nudge intervention promoting evidence-based medicine.",FN-DEF,
Nagtegaal_2019,B,1044,Improving physician compliance with preventive medicine guidelines,Checklists appended to charts to increase guideline compliance; not a soft nudge intervention experiment.,FN-DEF,
Nagtegaal_2019,B,1540,Rational prescribing in primary care (RaPP): economic evaluation of an intervention to improve professional practice.,Economic evaluation of tailored guideline implementation intervention; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,292,Can psychological models bridge the gap between clinical guidelines and clinicians' behaviour? A randomised controlled trial of an intervention to influence dentists' intention to implement evidence-based practice,"RCT changing dentists' intention via rehearsing actions; psychological intervention, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1458,Proactive asthma care in childhood: general practice based randomised controlled trial.,RCT of proactive asthma care system with reminders; not a nudge taxonomy intervention.,FN-DEF,
Nagtegaal_2019,B,51,A handheld computer smoking intervention tool and its effects on physician smoking cessation counseling,Handheld computer tool for physicians' smoking counseling; not a nudge intervention per taxonomy.,FN-DEF,
Nagtegaal_2019,B,1054,Improving the care for people with acute low-back pain by allied health professionals (the ALIGN trial): A cluster randomised trial protocol,Guideline implementation cluster trial protocol; not specifically a nudge intervention.,FN-DESIGN,
Nagtegaal_2019,B,1042,Improving Patient Care Through Medical Image Perception Research,Medical image perception research; not about nudges or evidence-based medicine adherence experiments.,FN-DEF,
Nagtegaal_2019,B,1948,Use of a decision aid including information on overdetection to support informed choice about breast cancer screening: a randomised controlled trial.,"Targets women/patients making breast screening choices, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,652,"Effectiveness of medical nutrition therapy provided by dietitians in the management of non-insulin-dependent diabetes mellitus: a randomized, controlled clinical trial.",Medical nutrition therapy for diabetes patients; not a nudge intervention on professionals.,FN-POP,
Nagtegaal_2019,B,594,Educational Intervention in Primary Care Residents' Knowledge and Performance of Hepatitis B Vaccination in Patients with Diabetes Mellitus,"Educational intervention for residents; not a nudge per taxonomy, targets knowledge/practice.",FN-DEF,
Nagtegaal_2019,B,1851,The role of theory in research to develop and evaluate the implementation of patient safety practices,Theoretical discussion of patient safety practices; not an experimental nudge study.,FN-DESIGN,
Nagtegaal_2019,B,1241,Modifying prescribing behaviour of angiotensin receptor blockers by selectively rescinding managerial prior authorization requirements for losartan.,"Rescinding prior authorization is a managerial/administrative change, not a soft nudge intervention.",FN-DEF,
Nagtegaal_2019,B,320,Changing human behavior to prevent disease: the importance of targeting automatic processes.,"General discussion of behavior change targeting automatic processes, not nudges for healthcare professionals or evidence-based medicine.",FN-DEF,
Nagtegaal_2019,B,648,Effectiveness of computer assisted instruction in increasing the rate of universal precautions related behaviours.,Computer-assisted instruction experiment on universal precautions; not a nudge intervention.,FN-DEF,
Nagtegaal_2019,B,1930,"Understanding non-compliance to colorectal cancer screening: a case control study, nested in a randomised trial","Case-control study on colorectal screening compliance; targets patients, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,1468,Professional interventions for general practitioners on the management of musculoskeletal conditions,Cochrane systematic review of professional interventions; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,1773,The effectiveness of computerized clinical guidelines in the process of care: a systematic review,"Systematic review of computerized clinical guidelines, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,B,93,A review of the evidence for suboptimal compliance of healthcare practitioners to standard/universal infection control precautions,Review of compliance to infection control precautions; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,692,Electronic antibiotic stewardship–reduced consumption of broad-spectrum antibiotics using a computerized antimicrobial approval system in a hospital setting.,"Computerized antimicrobial approval system is a hard restriction/approval mechanism, not a soft nudge; unclear experiment comparison.",FN-DEF,
Nagtegaal_2019,B,410,Comparative efficacy of interventions to promote hand hygiene in hospital: systematic review and network meta-analysis,"Systematic review and network meta-analysis, excluded as overview article not primary experiment.",FN-DESIGN,
Nagtegaal_2019,B,1627,Self-formulated conditional plans for changing health behaviour among healthcare consumers and health professionals.,"Cochrane protocol on conditional plans; systematic review, not an experiment.",FN-DESIGN,
Nagtegaal_2019,B,498,Design factors for success or failure of guideline-based decision support systems: an hypothesis involving case complexity,Discusses CDSS design factors and physician behavior but not nudges per taxonomy; no experiment described.,FN-DEF,
Nagtegaal_2019,B,999,Implementing research findings into practice using clinical opinion leaders: barriers and lessons learned,"Opinion leader intervention, not a nudge per taxonomy; multicomponent intervention study.",FN-DEF,
Nagtegaal_2019,B,1672,Strategies for rehabilitation professionals to move evidence-based knowledge into practice: a systematic review,"Systematic review of knowledge translation interventions, not an experiment on nudges.",FN-DESIGN,
Nagtegaal_2019,B,942,Identifying and reducing errors with surgical simulation,"About surgical simulation training and technical skills, not nudges or evidence-based medicine adherence.",FN-DEF,
Nagtegaal_2019,B,525,Development of a complex intervention to promote appropriate prescribing and medication intensification in poorly controlled type 2 diabetes mellitus in Irish general practice,"Development of a complex intervention, not an experiment testing nudges; no comparison of interventions reported.",FN-DESIGN,
